tc;test #;kp;kd;ki;ess_step;IAE;ITAE;Kr;Tn;Tv;PR;RT;P-Eng;S-Eng;Eng-rel;osc_p;osc_s;parameter_code;eng-diff;mr_lll_RT;mr_lll_EngS;mr_lll_osc;mr_IAE;mr_PR;total_one
tc100;396;4.3478260869565215;0.0217391304347826;289.8550724637681;0.8130081300813008;0.027086816944298;0.000391304347826;0.23;0.015;0.005;1.242;0.055;690923810.315;2679832138881.094;0.0002578235406205;1;1;lll;-1688692384597.538;1.0;0.0;1.0;1.0;0.0;3.0
tc100;397;Jun.25;0.21875;168.91891891891893;0.8620689655172414;0.1349479066158493;0.0097124999999999;0.16;0.037;0.035;1.055;0.112;234738926.222;669832286144.663;0.0003504443292411;1;1;lll;321307468138.89307;1.0;1.0;1.0;0.0;0.0;3.0
tc100;398;10.0;0.4;149.25373134328356;0.9090909090909091;0.2455605831561735;0.0321599999999999;0.1;0.067;0.04;1.072;0.167;154279461.655;243937816270.076;0.0006324540574069;1;1;lll;747201938013.48;0.0;1.0;1.0;0.0;0.0;2.0
tc100;399;4.3478260869565215;0.1521739130434782;1242.2360248447203;0.8130081300813008;0.0346174748532788;0.0006391304347826;0.23;0.0035;0.035;1.036;0.125;1806727881.102;84979057150571.1;2.126086051885383e-05;73;73;lll;-83987917396287.53;1.0;0.0;0.0;1.0;1.0;3.0
tc100;39;7.692307692307692;0.1923076923076923;128.2051282051282;0.8849557522123894;0.1611258466588724;0.0138461538461538;0.13;0.06;0.025;1.093;0.123;214564683.457;450172294453.608;0.0004766279180228;1;1;lll;540967459829.94806;1.0;1.0;1.0;0.0;0.0;3.0
tc100;3;20.0;0.7000000000000001;1250.0;0.9523809523809523;0.1587450786638754;0.01344;0.05;0.016;0.035;1.143;0.112;255685646.392;285410292301.829;0.0008958529292335;1;1;hlh;705729461981.727;;;;;;
tc100;400;Jun.25;0.21875;3125.0;0.8620689655172414;0.0313747509950278;0.000525;0.16;0.002;0.035;1.015;0.099;3868566681.644;138268270885773.77;2.7978701526107183e-05;39;39;lhl;-137277131131490.2;;;;;;
tc100;401;4.545454545454546;0.0;2272.727272727273;div0;0.000525;0.000525;0.22;0.002;0.0;1.616;0.051;14862967293.072;140467755398850.77;0.0001058105274827;1;1;lhl;-139476615644567.2;;;;;;
tc100;402;14.285714285714285;0.7857142857142857;142.85714285714283;0.9345794392523364;0.4204589329360411;0.0942857142857142;0.07;0.1;0.055;1.053;0.255;99912630.11;110469500936.758;0.0009044363309579;1;3;hlh;880670253346.7981;;;;;;
tc100;403;4.545454545454546;0.3636363636363637;293.25513196480944;0.819672131147541;0.1126135790294322;0.0067636363636363;0.22;0.0155;0.08;1.0;0.206;152399187.367;836318483613.543;0.0001822262575239;7;57;lll;154821270670.01306;0.0;1.0;0.0;0.0;1.0;2.0
tc100;404;20.0;0.7000000000000001;1081.081081081081;0.9523809523809523;0.1706971001511156;0.0155399999999999;0.05;0.0185;0.035;1.151;0.118;240524209.408;242361718676.863;0.000992418318871;1;1;hlh;748778035606.693;;;;;;
tc100;405;7.692307692307692;0.4615384615384614;439.5604395604395;0.8849557522123894;0.1348075551409376;0.0096923076923076;0.13;0.0175;0.06;1.001;0.15;189245566.596;591257544890.734;0.0003200729838144;1;1;lll;399882209392.822;0.0;1.0;1.0;0.0;1.0;3.0
tc100;406;20.0;0.7000000000000001;212.7659574468085;0.9523809523809523;0.3847726601514198;0.07896;0.05;0.094;0.035;01.Sep;0.249;101389542.458;72414382954.827;0.001400129895759;1;3;hlh;918725371328.729;;;;;;
tc100;407;11.11111111111111;0.611111111111111;493.8271604938272;0.9174311926605504;0.1758905909933786;0.0164999999999999;0.09;0.0225;0.055;1.026;0.141;183806143.521;329830709470.049;0.0005572741962576;1;1;elh;661309044813.5071;;;;;;
tc100;408;8.333333333333334;0.0416666666666666;476.1904761904762;0.8928571428571428;0.0405046293650491;0.000875;0.12;0.0175;0.005;1.379;0.06;719174186.185;1824863511584.467;0.0003940975210581;1;1;lll;-833723757300.911;1.0;0.0;1.0;1.0;0.0;3.0
tc100;409;Jun.25;0.03125;2083.333333333333;0.8620689655172414;0.0145236875482778;0.0001125;0.16;0.003;0.005;1.414;0.051;8368321500.749;110515636199262.72;7.572070150924785e-05;1;1;lhl;-109524496444979.16;;;;;;
tc100;40;8.333333333333334;0.3333333333333333;241.5458937198068;0.8928571428571428;0.1608570794214541;0.0138;0.12;0.0345;0.04;01.Jun;0.124;209052970.738;435071827072.505;0.0004805022015437;1;1;lll;556067927211.051;1.0;1.0;1.0;0.0;0.0;3.0
tc100;410;Jun.25;0.21875;117.9245283018868;0.8620689655172414;0.1615114160051852;0.0139125;0.16;0.053;0.035;1.057;0.127;207565294.711;571281142771.796;0.0003633330057139;1;1;lll;419858611511.76;0.0;1.0;1.0;0.0;0.0;2.0
tc100;411;7.142857142857142;0.1785714285714285;7142.857142857142;0.8771929824561403;0.0200445931434318;0.0002142857142857;0.14;0.001;0.025;01.Apr;0.056;6166747455.069;154859507139964.06;3.982156193675221e-05;23;23;lhl;-153868367385680.5;;;;;;
tc100;412;8.333333333333334;0.0416666666666666;4166.666666666667;0.8928571428571428;0.0136930639376291;0.0001;0.12;0.002;0.005;1.452;0.051;12263850122.533;143321367492133.2;8.556888855533809e-05;1;1;lhl;-142330227737849.62;;;;;;
tc100;413;7.692307692307692;0.3076923076923076;496.2779156327543;0.8849557522123894;0.1035894262498312;0.0057230769230769;0.13;0.0155;0.04;1.015;0.101;270669119.441;881059661742.845;0.0003072086161629;1;1;lll;110080092540.71106;1.0;1.0;1.0;0.0;1.0;4.0
tc100;414;14.285714285714285;0.8571428571428571;732.6007326007325;0.9345794392523364;0.1939256116585503;0.0200571428571428;0.07;0.0195;0.06;1.023;0.15;172911865.449;254684042150.911;0.0006789269715867;1;1;hlh;736455712132.645;;;;;;
tc100;415;3.333333333333333;0.1833333333333333;63.49206349206349;0.7692307692307692;0.1471606265276143;0.0115499999999999;0.3;0.0525;0.055;1.012;0.168;169667383.92;954590003324.855;0.0001777384880724;1;7;lll;36549750958.70105;0.0;1.0;0.0;0.0;1.0;2.0
tc100;416;14.285714285714285;0.0;595.2380952380952;div0;0.0115499999999999;0.0115499999999999;0.07;0.024;0.0;1.458;0.085;548680546.722;621928280448.234;0.0008822247901744;1;1;hll;369211473835.322;;;;;;
tc100;417;16.666666666666668;0.0833333333333333;11111.111111111111;0.9433962264150942;0.0167705098312484;0.00015;0.06;0.0015;0.005;1.493;0.051;12742539365.852;129917557828064.52;9.808173413108436e-05;1;1;hhl;-128926418073780.95;;;;;;
tc100;418;20.0;01.Jun;353.98230088495575;0.9523809523809523;0.4509988913511872;0.10848;0.05;0.0565;0.08;01.Mai;0.262;94873762.967;69615546236.106;0.0013628243703673;1;3;hlh;921524208047.4501;;;;;;
tc100;419;11.11111111111111;0.8888888888888888;383.1417624521072;0.9174311926605504;0.2408318915758459;0.0309333333333333;0.09;0.029;0.08;01.Jän;0.202;130395597.503;220357021049.772;0.0005917469608265;1;3;elh;770782733233.784;;;;;;
tc100;41;Jun.25;0.34375;62.5;0.8620689655172414;0.2781074432660874;0.04125;0.16;0.1;0.055;1.028;0.203;134361586.222;398120314756.447;0.000337489902529;1;3;lll;593019439527.109;0.0;1.0;1.0;0.0;1.0;3.0
tc100;420;8.333333333333334;0.2916666666666667;124.37810945273633;0.8928571428571428;0.2096872671384698;0.02345;0.12;0.067;0.035;01.Jul;0.15;174018041.367;339828035900.288;0.0005120767652556;1;1;lll;651311718383.2681;0.0;1.0;1.0;0.0;0.0;2.0
tc100;421;10.0;0.6;1428.5714285714284;0.9090909090909091;0.0972111104761179;0.0050399999999999;0.1;0.007;0.06;1.0;0.154;221125420.692;1117200103710.975;0.000197928213538;3;19;lhh;-126060349427.41907;;;;;;
tc100;422;4.3478260869565215;0.2608695652173913;66.8896321070234;0.8130081300813008;0.195325814763547;0.0203478260869565;0.23;0.065;0.06;1.018;0.183;151752997.843;682647545114.409;0.0002223006570946;1;5;lll;308492209169.147;0.0;1.0;0.0;0.0;1.0;2.0
tc100;423;14.285714285714285;0.0714285714285714;571.4285714285713;0.9345794392523364;0.0633865691046387;0.0021428571428571;0.07;0.025;0.005;1.378;0.09;443394623.749;500684883550.644;0.0008855762143339;1;1;hll;490454870732.91205;;;;;;
tc100;424;7.692307692307692;0.423076923076923;357.78175313059035;0.8849557522123894;0.1430606380310326;0.0109153846153846;0.13;0.0215;0.055;01.Jän;0.139;194519321.136;541961594162.917;0.0003589171690965;1;1;lll;449178160120.63904;0.0;1.0;1.0;0.0;1.0;3.0
tc100;425;14.285714285714285;1.1428571428571428;195.69471624266143;0.9345794392523364;0.4332600670662895;0.1001142857142857;0.07;0.073;0.08;1.038;0.266;95108537.809;104619727266.538;0.0009090879922358;1;3;hlh;886520027017.0181;;;;;;
tc100;426;3.333333333333333;0.0833333333333333;33.67003367003367;0.7692307692307692;0.1362442659343871;0.0098999999999999;0.3;0.099;0.025;1.016;0.137;220762586.716;1176781336029.335;0.0001875986472226;1;3;lll;-185641581745.77893;0.0;0.0;1.0;0.0;1.0;2.0
tc100;427;4.545454545454546;0.2727272727272727;378.7878787878788;0.819672131147541;0.0858116330321033;0.0039272727272727;0.22;0.012;0.06;1.0;0.159;206036480.686;1364357854396.257;0.0001510135189401;5;47;lll;-373218100112.70105;0.0;0.0;0.0;1.0;1.0;2.0
tc100;428;16.666666666666668;0.5833333333333335;416.6666666666667;0.9433962264150942;0.229128784747792;0.028;0.06;0.04;0.035;1.136;0.153;175041361.934;152868591984.162;0.0011450446403806;1;1;hlh;838271162299.394;;;;;;
tc100;429;3.333333333333333;0.0833333333333333;123.4567901234568;0.7692307692307692;0.0711512473537885;0.0027;0.3;0.027;0.025;1.027;0.089;319121042.782;1695952821786.935;0.0001881662264907;1;1;lll;-704813067503.379;1.0;0.0;1.0;1.0;1.0;4.0
tc100;42;14.285714285714285;0.3571428571428571;680.2721088435374;0.9345794392523364;0.1299038105676658;0.009;0.07;0.021;0.025;1.184;0.1;297198203.147;390861713116.001;0.000760366628846;1;1;hll;600278041167.555;;;;;;
tc100;430;3.333333333333333;0.1833333333333333;99.50248756218906;0.7692307692307692;0.1175531794550874;0.00737;0.3;0.0335;0.055;1.004;0.155;185878834.412;1051331708544.038;0.0001768032229042;1;5;lll;-60191954260.48193;0.0;0.0;0.0;0.0;1.0;1.0
tc100;431;20.0;0.8;634.9206349206349;0.9523809523809523;0.2381176179958131;0.03024;0.05;0.0315;0.04;1.135;0.154;175163800.296;134481278139.419;0.0013025143924822;1;1;hlh;856658476144.137;;;;;;
tc100;432;8.333333333333334;0.0416666666666666;181.1594202898551;0.8928571428571428;0.0656696276828184;0.0023;0.12;0.046;0.005;1.228;0.087;347663725.761;625020770637.141;0.0005562434755673;1;1;lll;366118983646.41504;1.0;1.0;1.0;1.0;0.0;4.0
tc100;433;11.11111111111111;0.8888888888888888;569.8005698005697;0.9174311926605504;0.1974841765813149;0.0208;0.09;0.0195;0.08;1.001;0.197;141189211.221;284262567152.033;0.0004966859078053;1;1;elh;706877187131.523;;;;;;
tc100;434;6.666666666666667;0.4;3333.333333333333;0.8695652173913044;0.0424264068711928;0.0009599999999999;0.15;0.002;0.06;0.943;0.235;3485262678.153;145625926798750.06;2.393298195430207e-05;35;35;lhl;-144634787044466.5;;;;;;
tc100;435;16.666666666666668;0.5833333333333335;833.3333333333334;0.9433962264150942;0.1620185174601965;0.014;0.06;0.02;0.035;1.132;0.115;241996104.222;282665370713.968;0.0008561222183345;1;1;hlh;708474383569.588;;;;;;
tc100;436;16.666666666666668;1.3333333333333337;8333.333333333334;0.9433962264150942;0.0774596669241483;0.0031999999999999;0.06;0.002;0.08;1.017;0.214;2069279044.208;87697546497353.31;2.3595632111218183e-05;59;59;hhh;-86706406743069.75;;;;;;
tc100;437;6.666666666666667;0.3666666666666667;180.1801801801802;0.8695652173913044;0.1747140520965615;0.01628;0.15;0.037;0.055;1.023;0.152;173931555.151;481833603769.034;0.00036097846599;1;3;lll;509306150514.52203;0.0;1.0;1.0;0.0;1.0;3.0
tc100;438;6.666666666666667;0.2333333333333333;380.9523809523809;0.8695652173913044;0.095851447563404;0.0049;0.15;0.0175;0.035;1.024;0.092;294389320.599;1029756466719.572;0.0002858824684411;1;1;lll;-38616712436.01599;1.0;0.0;1.0;1.0;1.0;4.0
tc100;439;11.11111111111111;0.0;196.6568338249754;div0;0.0049;0.0049;0.09;0.0565;0.0;1.244;0.106;285601524.582;356074448515.765;0.0008020837377477;1;1;ell;635065305767.791;;;;;;
tc100;43;16.666666666666668;0.1666666666666666;2083.333333333333;0.9433962264150942;0.0547722557505166;0.0016;0.06;0.008;0.01;1.413;0.063;810740975.919;1967004149315.38;0.0004121704451925;1;1;hhl;-975864395031.8239;;;;;;
tc100;440;Jun.25;0.5;312.5;0.8620689655172414;0.15;0.012;0.16;0.02;0.08;1.0;0.202;146917771.639;575430099190.338;0.0002553181904209;11;49;lll;415709655093.218;0.0;1.0;0.0;0.0;1.0;2.0
tc100;441;10.0;0.6;408.1632653061224;0.9090909090909091;0.1818653347947321;0.01764;0.1;0.0245;0.06;1.019;0.153;170999694.347;336060832919.772;0.0005088355368916;1;1;llh;655078921363.784;;;;;;
tc100;442;14.285714285714285;0.3571428571428571;476.19047619047615;0.9345794392523364;0.1552647508520297;0.0128571428571428;0.07;0.03;0.025;1.179;0.116;246963551.161;273666667578.171;0.0009024246662793;1;1;hll;717473086705.385;;;;;;
tc100;443;7.142857142857142;0.0357142857142857;793.6507936507936;0.8771929824561403;0.0268926437100238;0.0003857142857142;0.14;0.009;0.005;1.379;0.053;1014625228.752;4327426721768.769;0.0002344638728711;1;1;lll;-3336286967485.213;1.0;0.0;1.0;1.0;0.0;3.0
tc100;444;6.666666666666667;0.0333333333333333;256.4102564102564;0.8695652173913044;0.0441588043316392;0.00104;0.15;0.026;0.005;1.302;0.062;574980590.271;1511005814543.956;0.0003805283770165;1;1;lll;-519866060260.4;1.0;0.0;1.0;1.0;0.0;3.0
tc100;445;14.285714285714285;0.5714285714285714;816.3265306122447;0.9345794392523364;0.15;0.012;0.07;0.0175;0.04;1.076;0.111;240076119.877;365241355931.414;0.0006573081497432;1;1;hlh;625898398352.1421;;;;;;
tc100;446;14.285714285714285;0.1428571428571428;1142.857142857143;0.9345794392523364;0.0633865691046387;0.0021428571428571;0.07;0.0125;0.01;1.381;0.07;628660776.229;1171534878584.294;0.000536612940614;1;1;hll;-180395124300.7379;;;;;;
tc100;447;16.666666666666668;1.0;1851.851851851852;0.9433962264150942;0.142302494707577;0.0107999999999999;0.06;0.009;0.06;1.001;0.144;203268156.429;465514235711.696;0.0004366529331122;1;1;hhh;525625518571.86005;;;;;;
tc100;448;Jun.25;0.25;255.1020408163265;0.8620689655172414;0.1173935688187389;0.0073499999999999;0.16;0.0245;0.04;1.027;0.109;244728799.174;792757950040.278;0.0003087055754679;1;1;lll;198381804243.27808;1.0;1.0;1.0;0.0;1.0;4.0
tc100;449;7.142857142857142;0.1785714285714285;386.1003861003861;0.8771929824561403;0.0862150550326665;0.0039642857142857;0.14;0.0185;0.025;1.086;0.076;361296747.133;1106650657257.469;0.0003264776872119;1;1;lll;-115510902973.91296;1.0;0.0;1.0;1.0;0.0;3.0
tc100;44;10.0;0.05;645.1612903225806;0.9090909090909091;0.0417582327212251;0.0009299999999999;0.1;0.0155;0.005;1.415;0.062;749903945.711;1702398876540.734;0.0004404983791077;1;1;lll;-711259122257.1779;1.0;0.0;1.0;1.0;0.0;3.0
tc100;450;20.0;01.Jän;816.3265306122448;0.9523809523809523;0.24624682739073;0.0323399999999999;0.05;0.0245;0.055;1.074;0.159;161991453.458;143151307020.555;0.0011316100204012;1;1;hlh;847988447263.001;;;;;;
tc100;451;20.0;0.5;476.19047619047615;0.9523809523809523;0.2173706511928416;0.0252;0.05;0.042;0.025;1.188;0.156;180788337.129;123364866142.858;0.0014654767016051;1;1;hll;867774888140.698;;;;;;
tc100;452;11.11111111111111;0.0555555555555555;211.64021164021165;0.9174311926605504;0.0810092587300982;0.0034999999999999;0.09;0.0525;0.005;1.226;0.108;274440093.407;347133877470.348;0.0007905886207561;1;1;ell;644005876813.208;;;;;;
tc100;453;7.142857142857142;0.1785714285714285;297.6190476190476;0.8771929824561403;0.0981980506061965;0.0051428571428571;0.14;0.024;0.025;1.098;0.084;325601561.539;877602794498.791;0.0003710124484334;1;1;lll;113536959784.76501;1.0;1.0;1.0;1.0;0.0;4.0
tc100;454;11.11111111111111;0.3888888888888889;444.4444444444444;0.9174311926605504;0.1479019945774904;0.0116666666666666;0.09;0.025;0.035;1.094;0.111;240271946.332;393218475777.469;0.0006110393105434;1;1;ell;597921278506.087;;;;;;
tc100;455;20.0;0.0;2857.142857142857;div0;0.0116666666666666;0.0116666666666666;0.05;0.007;0.0;1.701;0.061;2161255586.663;4828294440334.156;0.0004476229884839;1;1;hhl;-3837154686050.6;;;;;;
tc100;456;11.11111111111111;0.2777777777777778;179.21146953405017;0.9174311926605504;0.1968501968502953;0.0206666666666666;0.09;0.062;0.025;1.117;0.144;183047289.357;246033976632.906;0.0007439919147025;1;1;ell;745105777650.65;;;;;;
tc100;457;11.11111111111111;0.4444444444444444;673.4006734006733;0.9174311926605504;0.1284523257866513;0.0088;0.09;0.0165;0.04;1.044;0.104;254142007.034;530269330002.162;0.0004792696704389;1;1;ell;460870424281.39404;;;;;;
tc100;458;Jun.25;0.25;260.4166666666667;0.8620689655172414;0.1161895003862225;0.0072;0.16;0.024;0.04;1.026;0.109;246146837.017;803709629329.924;0.0003062633916956;1;1;lll;187430124953.63208;1.0;1.0;1.0;0.0;1.0;4.0
tc100;459;4.3478260869565215;0.0217391304347826;790.5138339920949;0.8130081300813008;0.0164018821825555;0.0001434782608695;0.23;0.0055;0.005;1.326;0.051;1647099371.599;15461778711740.332;0.0001065271597987;1;1;lll;-14470638957456.775;1.0;0.0;1.0;1.0;0.0;3.0
tc100;45;16.666666666666668;0.9166666666666669;1960.7843137254904;0.9433962264150942;0.1324056267686536;0.0093499999999999;0.06;0.0085;0.055;1.002;0.131;222561103.854;535520386015.861;0.0004155978178716;1;1;hhh;455619368267.695;;;;;;
tc100;460;20.0;0.7000000000000001;1600.0;0.9523809523809523;0.1403121520040228;0.0105;0.05;0.0125;0.035;1.125;0.101;281558507.294;381908798564.627;0.0007372401692556;1;1;hhh;609230955718.929;;;;;;
tc100;461;8.333333333333334;0.2916666666666667;114.15525114155253;0.8928571428571428;0.2188749643061079;0.02555;0.12;0.073;0.035;1.067;0.155;168191114.484;330461762138.228;0.0005089578697266;1;1;lll;660677992145.328;0.0;1.0;1.0;0.0;0.0;2.0
tc100;462;4.3478260869565215;0.2608695652173913;1086.9565217391305;0.8130081300813008;0.0484543711852348;0.0012521739130434;0.23;0.004;0.06;0.982;0.188;2046841691.22;120428173359205.69;1.6996369156200747e-05;67;67;lll;-119437033604922.12;0.0;0.0;0.0;1.0;0.0;1.0
tc100;463;10.0;0.05;425.531914893617;0.9090909090909091;0.0514174095030078;0.00141;0.1;0.0235;0.005;1.362;0.073;537502241.096;930093152040.108;0.0005779015143988;1;1;lll;61046602243.448;1.0;1.0;1.0;1.0;0.0;4.0
tc100;464;Jun.25;0.0;198.4126984126984;div0;0.00141;0.00141;0.16;0.0315;0.0;1.342;0.061;620156430.845;1618683494888.86;0.0003831239601831;1;1;lll;-627543740605.3041;1.0;0.0;1.0;1.0;0.0;3.0
tc100;465;3.333333333333333;0.0;238.0952380952381;div0;0.00141;0.00141;0.3;0.014;0.0;1.325;0.052;958032090.325;4951452298931.409;0.0001934850691244;1;1;lll;-3960312544647.853;1.0;0.0;1.0;1.0;0.0;3.0
tc100;466;3.333333333333333;0.1333333333333333;53.763440860215056;0.7692307692307692;0.1363818169698585;0.00992;0.3;0.062;0.04;01.Feb;0.143;198951536.882;1035079991713.06;0.0001922088519484;1;3;lll;-43940237429.50403;0.0;0.0;1.0;0.0;1.0;2.0
tc100;467;16.666666666666668;0.0833333333333333;680.2721088435375;0.9433962264150942;0.0677772085586298;0.00245;0.06;0.0245;0.005;1.391;0.096;422545960.274;407673327724.975;0.0010364817404955;1;1;hll;583466426558.581;;;;;;
tc100;468;16.666666666666668;1.3333333333333337;1282.0512820512822;0.9433962264150942;0.1974841765813149;0.0208;0.06;0.013;0.08;1.0;0.194;146743726.346;248612535407.933;0.0005902507132442;1;1;hlh;742527218875.623;;;;;;
tc100;469;4.3478260869565215;0.108695652173913;189.0359168241966;0.8130081300813008;0.075;0.003;0.23;0.023;0.025;01.Apr;0.081;340741803.346;1488049850305.268;0.0002289854760417;1;1;lll;-496910096021.71204;1.0;0.0;1.0;1.0;1.0;4.0
tc100;46;8.333333333333334;0.6666666666666667;128.2051282051282;0.8928571428571428;0.3122498999199199;0.052;0.12;0.065;0.08;1.022;0.234;112523662.723;238907827811.824;0.0004709919459467;1;3;llh;752231926471.732;;;;;;
tc100;470;6.666666666666667;0.0333333333333333;99.50248756218906;0.8695652173913044;0.0708872343937891;0.0026799999999999;0.15;0.067;0.005;1.147;0.09;308694350.924;739862128475.9;0.0004172322640164;1;1;lll;251277625807.656;1.0;1.0;1.0;1.0;0.0;4.0
tc100;471;20.0;0.7000000000000001;3636.363636363637;0.9523809523809523;0.0930725523449314;0.00462;0.05;0.0055;0.035;1.014;0.076;368617759.768;1118059453167.993;0.0003296942382836;1;1;hhh;-126919698884.43689;;;;;;
tc100;472;8.333333333333334;0.3333333333333333;179.2114695340502;0.8928571428571428;0.1867484939698309;0.0186;0.12;0.0465;0.04;1.065;0.138;187903199.224;372563243272.994;0.0005043524894545;1;1;lll;618576511010.562;0.0;1.0;1.0;0.0;0.0;2.0
tc100;473;6.666666666666667;0.3666666666666667;370.3703703703704;0.8695652173913044;0.1218605760695394;0.00792;0.15;0.018;0.055;1.002;0.139;204746868.832;732062780741.349;0.0002796848497401;1;1;lll;259076973542.20703;0.0;1.0;1.0;0.0;1.0;3.0
tc100;474;8.333333333333334;0.4583333333333333;282.4858757062147;0.8928571428571428;0.1744186773255662;0.0162249999999999;0.12;0.0295;0.055;1.024;0.147;178205842.711;400207811860.672;0.0004452832689159;1;1;lll;590931942422.884;0.0;1.0;1.0;0.0;1.0;3.0
tc100;475;8.333333333333334;0.0416666666666666;225.22522522522524;0.8928571428571428;0.0588960949469487;0.0018499999999999;0.12;0.037;0.005;1.265;0.08;405635707.646;746382270593.239;0.0005434691090982;1;1;lll;244757483690.31702;1.0;1.0;1.0;1.0;0.0;4.0
tc100;476;7.692307692307692;0.423076923076923;3846.1538461538457;0.8849557522123894;0.0436330855412054;0.0010153846153846;0.13;0.002;0.055;0.966;0.187;3446057053.284;139619772987488.31;2.4681726517295007e-05;37;37;lhl;-138628633233204.75;;;;;;
