,test #,Kr,Tn,Tv,PR,RT,P-Eng,S-Eng,pressure_max_peak_idx,norm_RT,PR_apr_a,norm_transformed_PR,norm_Eng_p,norm_Eng_s,RT_min,RT_apr_a,norm_RT_ref,PR_apr_b,norm_Eng_combined,R1,R2,R3,kp,ki,kd,ess_step,IAE,ITAE,Warning,mr_rt_vs_pr_f,mr_rt_vs_pr_l,mr_eng_p,mr_kp_rt,mr_kpki,mr_kp_ess,mr_Tn_ess,mr_kd_ki,mr_kp_kd,total_1,total_0,total_na
tc100_def_308,308.0,0.14,0.026,0.04,1.038,0.112,0.927,0.646,0,0.8696581197,0.97112,0.954,0.8867330886,0.9257301108,0.051,0.6211180124,0.889,0.97112,0.9062315997,40.0,102.0,22.0,7.143,274.731,0.286,0.877,0.129,0.009,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_762,762.0,0.09,0.0185,0.04,1.053,0.107,0.964,0.48,0,0.8803418803,0.94382,0.936,0.8802656878,0.9466263847,0.051,0.641025641,0.849,0.9428565623,0.9134460363,63.0,103.0,51.0,11.111,600.595,0.444,0.917,0.136,0.01,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_785,785.0,0.22,0.0315,0.035,1.03,0.107,1.005,1.033,0,0.8803418803,0.982,0.964,0.8730991085,0.8770140987,0.051,0.641025641,0.849,0.982,0.8750566036,64.0,104.0,52.0,4.545,144.286,0.159,0.82,0.106,0.006,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_158,158.0,0.23,0.037,0.025,1.054,0.093,1.163,1.188,0,0.9102564103,0.94168,0.935,0.8454815592,0.8575025176,0.051,0.7042253521,0.738,0.9408785723,0.8514920384,187.0,105.0,144.0,4.348,117.514,0.109,0.813,0.095,0.005,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_166,166.0,0.15,0.02,0.025,1.081,0.077,1.394,1.135,0,0.9444444444,0.86878,0.902,0.8051040028,0.8641742195,0.051,0.7936507937,0.611,0.8822207304,0.8346391112,341.0,106.0,216.0,6.667,333.35,0.167,0.87,0.087,0.004,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_627,627.0,0.05,0.009,0.055,1.006,0.127,0.849,0.408,0,0.8376068376,0.99928,0.993,0.9003670687,0.9556898288,0.051,0.5681818182,-0.008,0.99928,0.9280284487,9.0,107.0,298.0,20.0,2222.222,1.1,0.952,0.149,0.012,,n/a,1,1,0,n/a,1,n/a,1,n/a,4,1,4
tc100_def_598,598.0,0.12,0.023,0.035,1.06,0.101,1.028,0.624,0,0.8931623932,0.928,0.928,0.8690788324,0.9284994965,0.051,0.6666666667,0.802,0.9287016636,0.8987891644,124.0,108.0,102.0,8.333,362.304,0.292,0.893,0.123,0.008,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_991,991.0,0.22,0.094,0.005,1.064,0.087,1.255,1.243,0,0.9230769231,0.91808,0.923,0.8294004545,0.8505790534,0.051,0.7352941176,0.69,0.9202978603,0.8399897539,261.0,109.0,172.0,4.545,48.351,0.023,0.82,0.069,0.003,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_535,535.0,0.05,0.003,0.025,1.071,0.056,2.252,3.021,0,0.9893162393,0.89918,0.914,0.655130222,0.6267623364,0.051,0.9523809524,0.444,0.9050664737,0.6409462792,538.0,110.0,286.0,20.0,6666.667,0.5,0.952,0.058,0.002,,0,n/a,0,1,n/a,1,n/a,n/a,1,3,2,4
tc100_def_265,265.0,0.22,0.023,0.04,1.013,0.111,0.994,1.12,0,0.8717948718,0.99662,0.984,0.8750218493,0.8660624371,0.051,0.625,0.881,0.99662,0.8705421432,61.0,111.0,32.0,4.545,197.609,0.182,0.82,0.097,0.005,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_659,659.0,0.22,0.0195,0.04,1.007,0.109,1.031,1.245,0,0.8760683761,0.99902,0.992,0.8685544485,0.850327291,0.051,0.6329113924,0.865,0.99902,0.8594408698,74.0,112.0,41.0,4.545,233.077,0.182,0.82,0.089,0.004,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_879,879.0,0.22,0.0245,0.04,1.015,0.112,0.979,1.081,0,0.8696581197,0.9955,0.982,0.8776437686,0.8709718026,0.051,0.6211180124,0.889,0.9955,0.8743077856,58.0,113.0,25.0,4.545,185.51,0.182,0.82,0.1,0.005,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_515,515.0,0.23,0.04,0.025,1.055,0.095,1.133,1.149,0,0.905982906,0.9395,0.934,0.8507253977,0.8624118832,0.051,0.6944444444,0.754,0.9388856812,0.8565686404,192.0,114.0,135.0,4.348,108.7,0.109,0.813,0.099,0.005,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_561,561.0,0.14,0.018,0.025,1.084,0.076,1.436,1.146,0,0.9465811966,0.85888,0.899,0.7977626289,0.8627895267,0.051,0.8,0.603,0.8751337992,0.8302760778,376.0,115.0,221.0,7.143,396.833,0.179,0.877,0.085,0.004,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_968,968.0,0.16,0.0305,0.04,1.036,0.115,0.903,0.699,0,0.8632478632,0.97408,0.957,0.8909281594,0.9190584089,0.051,0.6097560976,0.913,0.97408,0.9049932841,47.0,116.0,17.0,6.25,204.918,0.25,0.862,0.131,0.009,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_220,220.0,0.12,0.0235,0.035,1.061,0.102,1.02,0.613,0,0.891025641,0.92558,0.926,0.8704771893,0.9298841893,0.051,0.6622516556,0.81,0.9266217477,0.9001806893,135.0,117.0,99.0,8.333,354.596,0.292,0.893,0.124,0.008,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_187,187.0,0.23,0.025,0.04,1.014,0.113,0.975,1.114,0,0.8675213675,0.99608,0.983,0.878342947,0.8668177241,0.051,0.6172839506,0.897,0.99608,0.8725803356,66.0,118.0,23.0,4.348,173.92,0.174,0.813,0.099,0.005,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_449,449.0,0.14,0.0185,0.025,1.086,0.076,1.421,1.117,0,0.9465811966,0.85208,0.896,0.8003845482,0.8664400806,0.051,0.8,0.603,0.8703525301,0.8334123144,387.0,119.0,222.0,7.143,386.108,0.179,0.877,0.086,0.004,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_508,508.0,0.06,0.0095,0.055,1.003,0.129,0.854,0.473,0,0.8333333333,0.99982,0.996,0.8994930956,0.9475075529,0.051,0.5617977528,-0.024,0.99982,0.9235003242,23.0,120.0,302.0,16.667,1754.421,0.917,0.943,0.14,0.01,,n/a,1,1,0,n/a,1,n/a,1,n/a,4,1,4
tc100_def_206,206.0,0.07,0.014,0.055,1.014,0.132,0.792,0.372,0,0.8269230769,0.99608,0.983,0.9103303618,0.9602215509,0.051,0.5524861878,-0.048,0.99608,0.9352759563,22.0,121.0,305.0,14.286,1020.429,0.786,0.935,0.157,0.013,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_916,916.0,0.23,0.0125,0.035,1.001,0.099,1.219,1.827,0,0.8974358974,0.99998,0.999,0.8356930607,0.7770644512,0.051,0.6756756757,0.786,0.99998,0.8063787559,183.0,122.0,127.0,4.348,347.84,0.152,0.813,0.065,0.002,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_20,20.0,0.14,0.0095,0.04,1.0,0.104,1.194,1.516,0,0.8867521368,1.0,1.0,0.8400629261,0.8162134945,0.051,0.6535947712,0.825,1.0,0.8281382103,142.0,123.0,92.0,7.143,751.895,0.286,0.877,0.078,0.003,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_190,190.0,0.07,0.0105,0.055,1.003,0.131,0.847,0.504,0,0.8290598291,0.99982,0.996,0.9007166579,0.9436052367,0.051,0.5555555556,-0.04,0.99982,0.9221609473,30.0,124.0,308.0,14.286,1360.571,0.786,0.935,0.136,0.01,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_557,557.0,0.22,0.0335,0.04,1.024,0.118,0.907,0.933,0,0.8568376068,0.98848,0.971,0.8902289809,0.8896022155,0.051,0.5988023952,0.937,0.98848,0.8899155982,68.0,125.0,9.0,4.545,135.672,0.182,0.82,0.117,0.007,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_373,373.0,0.06,0.0105,0.035,1.08,0.09,1.211,0.594,0,0.9166666667,0.872,0.903,0.8370914176,0.9322759315,0.051,0.7194244604,0.714,0.8845598743,0.8846836746,279.0,126.0,164.0,16.667,1587.333,0.583,0.943,0.117,0.007,,0,n/a,1,1,n/a,1,n/a,1,n/a,4,1,4
tc100_def_483,483.0,0.14,0.03,0.035,1.059,0.107,0.965,0.634,0,0.8803418803,0.93038,0.929,0.8800908932,0.9272406848,0.051,0.641025641,0.849,0.9307673622,0.903665789,145.0,127.0,73.0,7.143,238.1,0.25,0.877,0.13,0.009,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_509,509.0,0.3,0.026,0.035,1.013,0.107,1.058,1.573,0,0.8803418803,0.99662,0.984,0.8638349939,0.8090382679,0.051,0.641025641,0.849,0.99662,0.8364366309,149.0,128.0,75.0,3.333,128.192,0.117,0.769,0.083,0.004,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_64,64.0,0.16,0.0345,0.035,1.053,0.11,0.945,0.701,0,0.8739316239,0.94382,0.936,0.8835867855,0.9188066465,0.051,0.6289308176,0.873,0.9428565623,0.901196716,126.0,129.0,45.0,6.25,181.159,0.219,0.862,0.13,0.009,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_126,126.0,0.09,0.015,0.055,1.007,0.134,0.8,0.469,0,0.8226495726,0.99902,0.992,0.9089320049,0.9480110775,0.051,0.5464480874,-0.063,0.99902,0.9284715412,33.0,130.0,311.0,11.111,740.733,0.611,0.917,0.144,0.011,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_45,45.0,0.06,0.0085,0.055,1.002,0.131,0.875,0.54,0,0.8290598291,0.99992,0.998,0.8958224087,0.9390735146,0.051,0.5555555556,-0.04,0.99992,0.9174479616,42.0,131.0,310.0,16.667,1960.824,0.917,0.943,0.132,0.009,,n/a,1,1,0,n/a,1,n/a,1,n/a,4,1,4
tc100_def_955,955.0,0.3,0.029,0.035,1.016,0.109,1.031,1.479,0,0.8760683761,0.99488,0.981,0.8685544485,0.8208710977,0.051,0.6329113924,0.865,0.99488,0.8447127731,139.0,132.0,54.0,3.333,114.931,0.117,0.769,0.087,0.004,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_813,813.0,0.3,0.021,0.035,1.006,0.104,1.108,1.781,0,0.8867521368,0.99928,0.993,0.8550952631,0.7828549849,0.051,0.6535947712,0.825,0.99928,0.818975124,177.0,133.0,97.0,3.333,158.714,0.117,0.769,0.074,0.003,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_564,564.0,0.09,0.009,0.025,1.094,0.066,1.767,1.503,0,0.9679487179,0.82328,0.886,0.7399056109,0.8178499496,0.051,0.8695652174,0.524,0.850796448,0.7788777803,508.0,134.0,264.0,11.111,1234.556,0.278,0.917,0.075,0.003,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_923,923.0,0.3,0.0305,0.035,1.017,0.11,1.018,1.44,0,0.8739316239,0.99422,0.979,0.8708267785,0.8257804632,0.051,0.6289308176,0.873,0.99422,0.8483036209,136.0,135.0,48.0,3.333,109.279,0.117,0.769,0.089,0.004,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_128,128.0,0.22,0.015,0.04,1.001,0.109,1.088,1.514,0,0.8760683761,0.99998,0.999,0.8585911554,0.8164652568,0.051,0.6329113924,0.865,0.99998,0.8375282061,148.0,136.0,55.0,4.545,303.0,0.182,0.82,0.078,0.003,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_569,569.0,0.05,0.0105,0.06,1.007,0.14,0.76,0.319,0,0.8098290598,0.99902,0.992,0.9159237895,0.9668932528,0.051,0.5291005291,-0.111,0.99902,0.9414085212,32.0,137.0,331.0,20.0,1904.762,1.2,0.952,0.168,0.015,,n/a,1,1,0,n/a,1,n/a,1,n/a,4,1,4
tc100_def_61,61.0,0.13,0.0305,0.04,1.05,0.118,0.871,0.528,0,0.8568376068,0.95,0.94,0.8965215871,0.9405840886,0.051,0.5988023952,0.937,0.95,0.9185528379,102.0,138.0,13.0,7.692,252.197,0.308,0.885,0.145,0.011,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_818,818.0,0.05,0.004,0.04,1.0,0.102,1.406,1.617,0,0.891025641,1.0,1.0,0.8030064674,0.8034994965,0.051,0.6622516556,0.81,1.0,0.8032529819,214.0,139.0,111.0,20.0,5000.0,0.8,0.952,0.085,0.004,,1,n/a,0,1,n/a,1,n/a,0,n/a,3,2,4
tc100_def_397,397.0,0.16,0.037,0.035,1.055,0.112,0.923,0.676,0,0.8696581197,0.9395,0.934,0.8874322671,0.9219536757,0.051,0.6211180124,0.889,0.9388856812,0.9046929714,146.0,140.0,37.0,6.25,168.919,0.219,0.862,0.135,0.01,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_810,810.0,0.22,0.039,0.04,1.028,0.122,0.873,0.882,0,0.8482905983,0.98432,0.966,0.8961719979,0.8960221551,0.051,0.5847953216,0.968,0.98432,0.8960970765,92.0,141.0,4.0,4.545,116.538,0.182,0.82,0.126,0.009,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_996,996.0,0.22,0.01,0.035,1.0,0.101,1.244,1.922,0,0.8931623932,1.0,1.0,0.8313231952,0.7651057402,0.051,0.6666666667,0.802,1.0,0.7982144677,228.0,142.0,123.0,4.545,454.5,0.159,0.82,0.06,0.002,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_164,164.0,0.22,0.014,0.04,1.001,0.109,1.101,1.596,0,0.8760683761,0.99998,0.999,0.8563188254,0.806143001,0.051,0.6329113924,0.865,0.99998,0.8312309132,168.0,143.0,62.0,4.545,324.643,0.182,0.82,0.076,0.003,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_687,687.0,0.1,0.024,0.04,1.06,0.114,0.899,0.439,0,0.8653846154,0.928,0.928,0.8916273379,0.9517875126,0.051,0.6134969325,0.905,0.9287016636,0.9217074252,141.0,144.0,27.0,10.0,416.667,0.4,0.909,0.147,0.012,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_841,841.0,0.16,0.0265,0.025,1.085,0.084,1.264,0.982,0,0.9294871795,0.8555,0.897,0.8278273029,0.8834340383,0.051,0.7518796992,0.667,0.8727487446,0.8556306706,365.0,145.0,201.0,6.25,235.849,0.156,0.862,0.097,0.005,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_909,909.0,0.22,0.0565,0.025,1.055,0.106,1.008,0.979,0,0.8824786325,0.9395,0.934,0.8725747247,0.8838116818,0.051,0.6451612903,0.841,0.9388856812,0.8781932032,199.0,146.0,88.0,4.545,80.442,0.114,0.82,0.12,0.008,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_631,631.0,0.12,0.0075,0.04,1.0,0.105,1.248,1.686,0,0.8846153846,1.0,1.0,0.8306240168,0.7948136959,0.051,0.6493506494,0.833,1.0,0.8127188563,206.0,147.0,95.0,8.333,1111.067,0.333,0.893,0.075,0.003,,1,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,2,0,7
tc100_def_738,738.0,0.23,0.0105,0.035,1.0,0.102,1.233,1.922,0,0.891025641,1.0,1.0,0.833245936,0.7651057402,0.051,0.6622516556,0.81,1.0,0.7991758381,232.0,148.0,115.0,4.348,414.095,0.152,0.813,0.06,0.002,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_979,979.0,0.12,0.0185,0.055,1.007,0.137,0.785,0.553,0,0.8162393162,0.99902,0.992,0.9115539241,0.9374370594,0.051,0.5376344086,-0.087,0.99902,0.9244954918,56.0,149.0,325.0,8.333,450.432,0.458,0.893,0.138,0.01,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_185,185.0,0.12,0.0205,0.055,1.011,0.138,0.767,0.512,0,0.8141025641,0.99758,0.987,0.9147002272,0.9425981873,0.051,0.5347593583,-0.095,0.99758,0.9286492073,55.0,150.0,329.0,8.333,406.488,0.458,0.893,0.145,0.011,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_913,913.0,0.3,0.06,0.025,1.031,0.112,1.004,1.312,0,0.8696581197,0.98078,0.963,0.8732739032,0.8418932528,0.051,0.6211180124,0.889,0.98078,0.857583578,165.0,151.0,40.0,3.333,55.55,0.083,0.769,0.106,0.006,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_572,572.0,0.1,0.0125,0.055,1.001,0.135,0.84,0.632,0,0.8205128205,0.99998,0.999,0.9019402202,0.9274924471,0.051,0.5434782609,-0.071,0.99998,0.9147163337,69.0,152.0,320.0,10.0,800.0,0.55,0.909,0.124,0.008,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_494,494.0,0.16,0.039,0.035,1.056,0.114,0.907,0.658,0,0.8653846154,0.93728,0.932,0.8902289809,0.9242195368,0.051,0.6134969325,0.905,0.9368780013,0.9072242589,160.0,153.0,31.0,6.25,160.256,0.219,0.862,0.139,0.01,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_607,607.0,0.06,0.0155,0.06,1.019,0.145,0.707,0.262,0,0.7991452991,0.99278,0.977,0.9251879042,0.9740684794,0.051,0.5154639175,-0.151,0.99278,0.9496281918,50.0,154.0,365.0,16.667,1075.29,1.0,0.943,0.187,0.019,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_325,325.0,0.07,0.0135,0.06,1.006,0.144,0.743,0.361,0,0.8012820513,0.99928,0.993,0.918895298,0.9616062437,0.051,0.518134715,-0.143,0.99928,0.9402507709,54.0,155.0,362.0,14.286,1058.222,0.857,0.935,0.161,0.014,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_950,950.0,0.12,0.0155,0.025,1.096,0.074,1.486,1.1,0,0.9508547009,0.81568,0.884,0.7890228981,0.8685800604,0.051,0.8130081301,0.587,0.8458048386,0.8288014793,471.0,156.0,237.0,8.333,537.613,0.208,0.893,0.085,0.004,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_696,696.0,0.06,0.0135,0.04,1.073,0.105,1.006,0.402,0,0.8846153846,0.89342,0.912,0.8729243139,0.9564451158,0.051,0.6493506494,0.833,0.9005966569,0.9146847149,220.0,157.0,98.0,16.667,1234.593,0.667,0.943,0.142,0.011,,0,n/a,1,1,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_621,621.0,0.23,0.007,0.025,1.0,0.085,1.614,2.793,0,0.9273504274,1.0,1.0,0.7666491872,0.6554632427,0.051,0.7462686567,0.675,1.0,0.711056215,368.0,158.0,199.0,4.348,621.143,0.109,0.813,0.041,0.001,,1,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,2,0,7
tc100_def_175,175.0,0.14,0.033,0.035,1.062,0.111,0.933,0.597,0,0.8717948718,0.92312,0.925,0.8856843209,0.931898288,0.051,0.625,0.881,0.9245277306,0.9087913045,185.0,159.0,49.0,7.143,216.455,0.25,0.877,0.136,0.01,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_336,336.0,0.12,0.027,0.035,1.068,0.107,0.972,0.552,0,0.8803418803,0.90752,0.918,0.8788673309,0.9375629406,0.051,0.641025641,0.849,0.9116740808,0.9082151357,209.0,160.0,84.0,8.333,308.63,0.292,0.893,0.133,0.009,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_407,407.0,0.09,0.0225,0.055,1.026,0.141,0.723,0.333,0,0.8076923077,0.98648,0.969,0.9223911904,0.9651309164,0.051,0.5263157895,-0.119,0.98648,0.9437610534,62.0,161.0,346.0,11.111,493.822,0.611,0.917,0.176,0.016,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_424,424.0,0.13,0.0215,0.055,1.01,0.139,0.765,0.547,0,0.811965812,0.998,0.988,0.9150498165,0.9381923464,0.051,0.5319148936,-0.103,0.998,0.9266210814,65.0,162.0,335.0,7.692,357.767,0.423,0.885,0.143,0.011,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_184,184.0,0.23,0.067,0.025,1.047,0.113,0.958,0.978,0,0.8675213675,0.95582,0.943,0.8813144555,0.8839375629,0.051,0.6172839506,0.897,0.95582,0.8826260092,174.0,163.0,36.0,4.348,64.896,0.109,0.813,0.128,0.009,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_236,236.0,0.07,0.017,0.06,1.017,0.146,0.704,0.29,0,0.797008547,0.99422,0.979,0.9257122881,0.9705438066,0.051,0.5128205128,-0.159,0.99422,0.9481280474,60.0,164.0,371.0,14.286,840.353,0.857,0.935,0.181,0.017,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_716,716.0,0.13,0.023,0.055,1.013,0.14,0.753,0.522,0,0.8098290598,0.99662,0.984,0.9171473519,0.9413393756,0.051,0.5291005291,-0.111,0.99662,0.9292433637,67.0,165.0,341.0,7.692,334.435,0.423,0.885,0.148,0.012,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_626,626.0,0.09,0.0235,0.055,1.028,0.142,0.714,0.322,0,0.8055555556,0.98432,0.966,0.9239643419,0.9665156093,0.051,0.5235602094,-0.127,0.98432,0.9452399756,70.0,166.0,353.0,11.111,472.809,0.611,0.917,0.18,0.017,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_100,100.0,0.1,0.012,0.055,1.001,0.136,0.847,0.659,0,0.8183760684,0.99998,0.999,0.9007166579,0.9240936556,0.051,0.5405405405,-0.079,0.99998,0.9124051568,82.0,167.0,327.0,10.0,833.333,0.55,0.909,0.122,0.008,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_219,219.0,0.12,0.025,0.055,1.019,0.142,0.731,0.447,0,0.8055555556,0.99278,0.977,0.9209928334,0.9507804632,0.051,0.5235602094,-0.127,0.99278,0.9358866483,75.0,168.0,356.0,8.333,333.32,0.458,0.893,0.161,0.014,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_227,227.0,0.23,0.0095,0.035,1.0,0.103,1.242,1.999,0,0.8888888889,1.0,1.0,0.8316727845,0.7554128902,0.051,0.6578947368,0.817,1.0,0.7935428374,259.0,169.0,114.0,4.348,457.684,0.152,0.813,0.057,0.002,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_518,518.0,0.3,0.0155,0.035,1.001,0.104,1.161,2.043,0,0.8867521368,0.99998,0.999,0.8458311484,0.7498741188,0.051,0.6535947712,0.825,0.99998,0.7978526336,250.0,170.0,107.0,3.333,215.032,0.117,0.769,0.064,0.002,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_948,948.0,0.09,0.0095,0.025,1.1,0.067,1.73,1.399,0,0.9658119658,0.8,0.879,0.7463730117,0.8309415911,0.051,0.8620689655,0.532,0.8357057971,0.7886573014,519.0,171.0,266.0,11.111,1169.579,0.278,0.917,0.077,0.003,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_303,303.0,0.12,0.0145,0.055,1.001,0.137,0.826,0.678,0,0.8162393162,0.99998,0.999,0.9043873449,0.9217019134,0.051,0.5376344086,-0.087,0.99998,0.9130446291,89.0,172.0,332.0,8.333,574.69,0.458,0.893,0.122,0.008,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_793,793.0,0.3,0.03,0.04,1.012,0.12,0.938,1.342,0,0.8525641026,0.99712,0.986,0.8848103478,0.8381168177,0.051,0.5917159763,0.952,0.99712,0.8614635828,155.0,173.0,10.0,3.333,111.1,0.133,0.769,0.095,0.005,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
tc100_def_770,770.0,0.14,0.0235,0.055,1.011,0.141,0.756,0.566,0,0.8076923077,0.99758,0.987,0.916622968,0.9358006042,0.051,0.5263157895,-0.119,0.99758,0.9262117861,80.0,174.0,352.0,7.143,303.957,0.393,0.877,0.144,0.011,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_859,859.0,0.09,0.018,0.06,1.01,0.147,0.715,0.375,0,0.7948717949,0.998,0.988,0.9237895473,0.9598439074,0.051,0.5102040816,-0.167,0.998,0.9418167273,72.0,175.0,382.0,11.111,617.278,0.667,0.917,0.164,0.014,,n/a,1,n/a,0,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_127,127.0,0.13,0.0165,0.055,1.002,0.138,0.81,0.667,0,0.8141025641,0.99992,0.998,0.9071840587,0.9230866062,0.051,0.5347593583,-0.095,0.99992,0.9151353325,90.0,176.0,336.0,7.692,466.182,0.423,0.885,0.125,0.008,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_244,244.0,0.1,0.022,0.035,1.076,0.103,1.012,0.509,0,0.8888888889,0.88448,0.908,0.8718755462,0.9429758308,0.051,0.6578947368,0.817,0.8937972603,0.9074256885,264.0,177.0,116.0,10.0,454.545,0.35,0.909,0.132,0.009,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_963,963.0,0.3,0.0295,0.04,1.011,0.12,0.942,1.354,0,0.8525641026,0.99758,0.987,0.8841111694,0.8366062437,0.051,0.5917159763,0.952,0.99758,0.8603587065,158.0,178.0,11.0,3.333,112.983,0.133,0.769,0.094,0.005,,1,n/a,n/a,1,n/a,0,n/a,n/a,n/a,2,1,6
